,path,emotion
186,data/train-custom\rockikz8-converted-manipulated-_positive.wav,positive
187,data/train-custom\rockikz8_positive.wav,positive
188,data/train-custom\rockikz9-converted-manipulated-_positive.wav,positive
189,data/train-custom\rockikz9_positive.wav,positive
190,data/train-custom\rockikzA-converted-manipulated-_positive.wav,positive
191,data/train-custom\rockikzA_positive.wav,positive
192,data/train-custom\rockikzB-converted-manipulated-_positive.wav,positive
193,data/train-custom\rockikzB_positive.wav,positive
194,data/train-custom\rockikzC-converted-manipulated-_positive.wav,positive
195,data/train-custom\rockikzC_positive.wav,positive
196,data/train-custom\soumaya1-manipulated-_positive.wav,positive
197,data/train-custom\soumaya1_positive.wav,positive
